,A,B,C,D,E,F
153,Flavonoids,Flavonoids,Anthocyanidins and anthocyanins,"C08629  Cyanidin 3,5,3'-tri-O-glucoside",C08629,C33H41O21
154,Flavonoids,Flavonoids,Anthocyanidins and anthocyanins,C12095  Cyanidin 3-O-(6-O-p-coumaroyl)glucoside,C12095,C30H27O13
155,Flavonoids,Flavonoids,Anthocyanidins and anthocyanins,C12096  Cyanidin 3-O-(6-O-p-coumaroyl)glucoside-5-O-glucoside,C12096,C36H37O18
156,Flavonoids,Flavonoids,Anthocyanidins and anthocyanins,C12643  Cyanidin 3-O-(6-O-malonyl-beta-D-glucoside),C12643,C24H23O14
157,Flavonoids,Flavonoids,Anthocyanidins and anthocyanins,C12646  Cyanidin 3-O-rutinoside 5-O-beta-D-glucoside,C12646,C33H41O20
158,Flavonoids,Flavonoids,Anthocyanidins and anthocyanins,"C16289  Cyanidin 3-O-3'',6''-O-dimalonylglucoside",C16289,C27H25O17
159,Flavonoids,Flavonoids,Anthocyanidins and anthocyanins,C16306  Cyanidin 3-O-sophoroside,C16306,C27H31O16
160,Flavonoids,Flavonoids,Anthocyanidins and anthocyanins,C16350  Cyanidin 3-O-beta-D-glucoside 5-O-(6-coumaroyl-beta-D-glucoside),C16350,C36H37O18
161,Flavonoids,Flavonoids,Anthocyanidins and anthocyanins,C16373  Cyanidin-3-O-(6''-O-malonyl-2''-O-glucuronyl)glucoside,C16373,C30H31O20
162,Flavonoids,Flavonoids,Anthocyanidins and anthocyanins,C16292  Cyanidin-3-(p-coumaroyl)-rutinoside-5-glucoside,C16292,C42H47O22
163,Flavonoids,Flavonoids,Anthocyanidins and anthocyanins,C16369  Cyanidin 3-(6-p-caffeoyl)glucoside,C16369,C30H27O14
164,Flavonoids,Flavonoids,Anthocyanidins and anthocyanins,C16372  Cyanidin 3-glucoside 5-caffeoylglucoside,C16372,C36H37O19
165,Flavonoids,Flavonoids,Anthocyanidins and anthocyanins,C16298  Cyanidin 5-O-glucoside,C16298,C21H21O11
166,Flavonoids,Flavonoids,Anthocyanidins and anthocyanins,C08639  Cyanin,C08639,C27H31O16
167,Flavonoids,Flavonoids,Anthocyanidins and anthocyanins,C16312  Delphin,C16312,C27H31O17
168,Flavonoids,Flavonoids,Anthocyanidins and anthocyanins,C16301  Delphinidin 3-O-(6''-O-malonyl-beta-D-glucoside),C16301,C24H23O15
169,Flavonoids,Flavonoids,Anthocyanidins and anthocyanins,C12138  Delphinidin 3-O-glucoside,C12138,C21H21O12
170,Flavonoids,Flavonoids,Anthocyanidins and anthocyanins,C16313  Delphinidin 3-glucoside 5-caffoyl-glucoside,C16313,C36H37O20
171,Flavonoids,Flavonoids,Anthocyanidins and anthocyanins,C16351  Delphinidin 3-O-beta-D-glucoside 5-O-(6-coumaroyl-beta-D-glucoside),C16351,C36H37O19
172,Flavonoids,Flavonoids,Anthocyanidins and anthocyanins,C16304  Delphinidin 3-O-(6''-O-malonyl)-beta-glucoside-3'-O-beta-glucoside,C16304,C30H33O20
173,Flavonoids,Flavonoids,Anthocyanidins and anthocyanins,C16307  Delphinidin 3-O-sophoroside,C16307,C27H31O17
174,Flavonoids,Flavonoids,Anthocyanidins and anthocyanins,C16367  Delphinidin 3-O-(6-caffeoyl-beta-D-glucoside),C16367,C30H27O15
175,Flavonoids,Flavonoids,Anthocyanidins and anthocyanins,"C16290  Delphinidin 3-O-3'',6''-O-dimalonylglucoside",C16290,C27H25O18
176,Flavonoids,Flavonoids,Anthocyanidins and anthocyanins,C16294  Delphinidin-3-(p-coumaroyl)-rutinoside-5-glucoside,C16294,C42H47O23
177,Flavonoids,Flavonoids,Anthocyanidins and anthocyanins,C16370  Delphinidin 3-(6-p-coumaroyl)glucoside,C16370,C30H27O14
178,Flavonoids,Flavonoids,Anthocyanidins and anthocyanins,"C16314  Delphinidin 3,5,3'-triglucoside",C16314,C33H41O22
179,Flavonoids,Flavonoids,Anthocyanidins and anthocyanins,C08641  Gentiodelphin,C08641,C51H53O28
180,Flavonoids,Flavonoids,Anthocyanidins and anthocyanins,C08642  Heavenly blue anthocyanin,C08642,C79H91O45
181,Flavonoids,Flavonoids,Anthocyanidins and anthocyanins,C08652  Luteolinidin,C08652,C15H11O5
182,Flavonoids,Flavonoids,Anthocyanidins and anthocyanins,C08653  Malonylawobanin,C08653,C39H39O22
183,Flavonoids,Flavonoids,Anthocyanidins and anthocyanins,C16299  Malonylshisonin,C16299,C39H39O21
184,Flavonoids,Flavonoids,Anthocyanidins and anthocyanins,C08716  Malvidin,C08716,C17H15O7
185,Flavonoids,Flavonoids,Anthocyanidins and anthocyanins,C12140  Malvidin 3-O-glucoside,C12140,C23H25O12
186,Flavonoids,Flavonoids,Anthocyanidins and anthocyanins,C16296  Malvidin-3-(p-coumaroyl)-rutinoside-5-glucoside,C16296,C44H51O23
187,Flavonoids,Flavonoids,Anthocyanidins and anthocyanins,C08718  Malvin,C08718,C29H35O17
188,Flavonoids,Flavonoids,Anthocyanidins and anthocyanins,C08723  Monardaein,C08723,C42H41O23
189,Flavonoids,Flavonoids,Anthocyanidins and anthocyanins,C05904  Pelargonidin,C05904,C15H11O5
190,Flavonoids,Flavonoids,Anthocyanidins and anthocyanins,C12137  Pelargonidin 3-O-glucoside,C12137,C21H21O10
191,Flavonoids,Flavonoids,Anthocyanidins and anthocyanins,C12640  Pelargonidin 3-O-(6-caffeoyl-beta-D-glucoside) 5-O-beta-D-glucoside,C12640,C36H37O18
192,Flavonoids,Flavonoids,Anthocyanidins and anthocyanins,C12642  Pelargonidin 3-O-(6-O-malonyl-beta-D-glucoside),C12642,C24H23O13
193,Flavonoids,Flavonoids,Anthocyanidins and anthocyanins,C12644  Pelargonidin 3-O-rutinoside,C12644,C27H31O14
194,Flavonoids,Flavonoids,Anthocyanidins and anthocyanins,C12645  Pelargonidin 3-O-rutinoside 5-O-beta-D-glucoside,C12645,C33H41O19
195,Flavonoids,Flavonoids,Anthocyanidins and anthocyanins,"C16288  Pelargonidin 3-O-3'',6''-O-dimalonylglucoside",C16288,C27H25O16
196,Flavonoids,Flavonoids,Anthocyanidins and anthocyanins,C16297  Pelargonidin 3-O-(6-caffeoyl-beta-D-glucoside),C16297,C30H27O13
197,Flavonoids,Flavonoids,Anthocyanidins and anthocyanins,C16305  Pelargonidin 3-O-sophoroside,C16305,C27H31O15
198,Flavonoids,Flavonoids,Anthocyanidins and anthocyanins,C16349  Pelargonidin 3-O-beta-D-glucoside 5-O-(6-coumaroyl-beta-D-glucoside),C16349,C36H37O17
199,Flavonoids,Flavonoids,Anthocyanidins and anthocyanins,C16368  Pelargonidin 3-(6-p-coumaroyl)glucoside,C16368,C30H27O12
200,Flavonoids,Flavonoids,Anthocyanidins and anthocyanins,C16371  Pelargonidin 3-glucoside 5-caffeoylglucoside,C16371,C36H37O18
201,Flavonoids,Flavonoids,Anthocyanidins and anthocyanins,C12139  Petunidin 3-O-glucoside,C12139,C22H23O12
202,Flavonoids,Flavonoids,Anthocyanidins and anthocyanins,C16295  Petunidin-3-(p-coumaroyl)-rutinoside-5-glucoside,C16295,C43H49O23
203,Flavonoids,Flavonoids,Anthocyanidins and anthocyanins,C08725  Pelargonin,C08725,C27H31O15
204,Flavonoids,Flavonoids,Anthocyanidins and anthocyanins,C16293  Peonidin-3-(p-coumaroyl)-rutinoside-5-glucoside,C16293,C43H49O22
205,Flavonoids,Flavonoids,Anthocyanidins and anthocyanins,C08728  Riccionidin A,C08728,C15H9O6
206,Flavonoids,Flavonoids,Anthocyanidins and anthocyanins,C08729  Rosinidin,C08729,C17H15O6
207,Flavonoids,Flavonoids,Anthocyanidins and anthocyanins,C12647  Salvianin,C12647,C42H41O24
208,Flavonoids,Flavonoids,Anthocyanidins and anthocyanins,C12641  4'''-Demalonylsalvianin,C12641,C39H39O21
209,Flavonoids,Flavonoids,Anthocyanidins and anthocyanins,C16302  Ternatin A1,C16302,C96H107O53
210,Flavonoids,Flavonoids,Anthocyanidins and anthocyanins,C16303  Ternatin C5,C16303,C36H43O25
211,Flavonoids,Flavonoids,Anthocyanidins and anthocyanins,C16315  Tulipanin,C16315,C27H31O16
212,Flavonoids,Isoflavonoids,2-Arylbenzofurans,C08732  Albafuran A,C08732,C24H26O4
213,Flavonoids,Isoflavonoids,2-Arylbenzofurans,C08844  Moracin A,C08844,C16H14O5
214,Flavonoids,Isoflavonoids,2-Arylbenzofurans,C08846  Mulberrofuran A,C08846,C25H28O4
215,Flavonoids,Isoflavonoids,2-Arylbenzofurans,C08974  Sainfuran,C08974,C16H14O5
216,Flavonoids,Isoflavonoids,2-Arylbenzofurans,C08993  Vignafuran,C08993,C16H14O4
217,Flavonoids,Complex flavonoids,Diels-Alder adduct of chalcone,C10099  Kuwanone G,C10099,C40H36O11
218,Flavonoids,Complex flavonoids,Diels-Alder adduct of chalcone,C10100  Kuwanone H,C10100,C45H44O11
219,Flavonoids,Complex flavonoids,Diels-Alder adduct of chalcone,C08928  Mulberrofuran C,C08928,C34H28O9
220,Flavonoids,Complex flavonoids,Diels-Alder adduct of chalcone,C09834  Sanggenon C,C09834,C40H36O12
221,Flavonoids,Complex flavonoids,Diels-Alder adduct of chalcone,C09835  Sanggenon D,C09835,C40H36O12
222,Phenylpropanoids,Monolignols,Others,C10428  Anethole,C10428,C10H12O
223,Phenylpropanoids,Monolignols,Others,C16930  Chavicol,C16930,C9H10O
224,Phenylpropanoids,Monolignols,Others,C10426  1'-Acetoxychavicol acetate,C10426,C13H14O4
225,Phenylpropanoids,Monolignols,Others,C00423  trans-Cinnamate,C00423,C9H8O2
226,Phenylpropanoids,Monolignols,Others,C00540  Cinnamoyl-CoA,C00540,C30H42N7O17P3S
227,Phenylpropanoids,Monolignols,Others,C00903  Cinnamaldehyde,C00903,C9H8O
228,Phenylpropanoids,Monolignols,Others,C01772  trans-2-Hydroxycinnamate,C01772,C9H8O3
229,Phenylpropanoids,Monolignols,Others,C05158  trans-beta-D-Glucosyl-2-hydroxycinnamate,C05158,C15H18O8
230,Phenylpropanoids,Monolignols,Others,C05838  cis-2-Hydroxycinnamate,C05838,C9H8O3
231,Phenylpropanoids,Monolignols,Others,C05839  cis-beta-D-Glucosyl-2-hydroxycinnamate,C05839,C15H18O8
232,Phenylpropanoids,Monolignols,Others,C10451  Elemicin,C10451,C12H16O3
233,Phenylpropanoids,Monolignols,Others,C10452  Estragole,C10452,C10H12O
234,Phenylpropanoids,Monolignols,Others,C10453  Eugenol,C10453,C10H12O2
235,Phenylpropanoids,Monolignols,Others,C10480  Myristicin,C10480,C11H12O3
236,Phenylpropanoids,Coumarins,Furanocoumarins,C09053  Alloimperatorin,C09053,C16H14O4
237,Phenylpropanoids,Coumarins,Furanocoumarins,C09060  Angelicin,C09060,C11H6O3
238,Phenylpropanoids,Coumarins,Furanocoumarins,C09116  Archangelicin,C09116,C24H26O7
239,Phenylpropanoids,Coumarins,Furanocoumarins,C09123  Athamantin,C09123,C24H30O7
240,Phenylpropanoids,Coumarins,Furanocoumarins,C00758  Bergaptol,C00758,C11H6O4
241,Phenylpropanoids,Coumarins,Furanocoumarins,C01557  Bergapten,C01557,C12H8O4
242,Phenylpropanoids,Coumarins,Furanocoumarins,C09141  Byakangelicin,C09141,C17H18O7
243,Phenylpropanoids,Coumarins,Furanocoumarins,C09165  Chalepensin,C09165,C16H14O3
244,Phenylpropanoids,Coumarins,Furanocoumarins,C09210  (R)-Columbianetin,C09210,C14H14O4
245,Phenylpropanoids,Coumarins,Furanocoumarins,C09257  Decuroside III,C09257,C26H34O14
246,Phenylpropanoids,Coumarins,Furanocoumarins,C09267  Heliettin,C09267,C19H22O4
247,Phenylpropanoids,Coumarins,Furanocoumarins,C09269  Imperatorin,C09269,C16H14O4
248,Phenylpropanoids,Coumarins,Furanocoumarins,C02162  Isopimpinellin,C02162,C13H10O5
249,Phenylpropanoids,Coumarins,Furanocoumarins,C09272  Libanorin,C09272,C19H20O5
250,Phenylpropanoids,Coumarins,Furanocoumarins,C09276  Marmesin,C09276,C14H14O4
251,Phenylpropanoids,Coumarins,Furanocoumarins,C09278  Nodakenetin,C09278,C14H14O4
252,Phenylpropanoids,Coumarins,Furanocoumarins,C09279  Nodakenin,C09279,C20H24O9
253,Phenylpropanoids,Coumarins,Furanocoumarins,C09282  Oxypeucedanin,C09282,C16H14O5
254,Phenylpropanoids,Coumarins,Furanocoumarins,C09283  Peucedanin,C09283,C15H14O4
255,Phenylpropanoids,Coumarins,Furanocoumarins,C09284  Peucenidin,C09284,C21H22O7
256,Phenylpropanoids,Coumarins,Furanocoumarins,C09285  Pimpinellin,C09285,C13H10O5
257,Phenylpropanoids,Coumarins,Furanocoumarins,C09305  Psoralen,C09305,C11H6O3
258,Phenylpropanoids,Coumarins,Furanocoumarins,C09308  Rutamarin,C09308,C21H24O5
259,Phenylpropanoids,Coumarins,Furanocoumarins,C09309  Rutarin,C09309,C20H24O10
260,Phenylpropanoids,Coumarins,Furanocoumarins,C09314  Trioxsalen,C09314,C14H12O3
261,Phenylpropanoids,Coumarins,Furanocoumarins,C00841  Xanthotoxol,C00841,C11H6O4
262,Phenylpropanoids,Coumarins,Furanocoumarins,C01864  Xanthotoxin,C01864,C12H8O4
263,Shikimate / acetate-malonate pathway derived compounds,Stilbenoids,"Stilbenoid dimers, stilbenoid oligomers and bis(bibenzyl)s",C10248  Blestriarene B,C10248,C30H24O6
264,Shikimate / acetate-malonate pathway derived compounds,Stilbenoids,"Stilbenoid dimers, stilbenoid oligomers and bis(bibenzyl)s",C10249  Canaliculatol,C10249,C42H32O9
265,Shikimate / acetate-malonate pathway derived compounds,Stilbenoids,"Stilbenoid dimers, stilbenoid oligomers and bis(bibenzyl)s",C10252  Copalliferol B,C10252,C42H32O9
266,Shikimate / acetate-malonate pathway derived compounds,Stilbenoids,"Stilbenoid dimers, stilbenoid oligomers and bis(bibenzyl)s",C10260  Gnetin A,C10260,C28H22O6
267,Shikimate / acetate-malonate pathway derived compounds,Stilbenoids,"Stilbenoid dimers, stilbenoid oligomers and bis(bibenzyl)s",C10270  Marchantin A,C10270,C28H24O5
268,Shikimate / acetate-malonate pathway derived compounds,Stilbenoids,"Stilbenoid dimers, stilbenoid oligomers and bis(bibenzyl)s",C10289  epsilon-Viniferin,C10289,C28H22O6
269,Shikimate / acetate-malonate pathway derived compounds,Others,Zingiber derived compounds,C10462  [6]-Gingerol,C10462,C17H26O4
270,Shikimate / acetate-malonate pathway derived compounds,Others,Zingiber derived compounds,C17495  [8]-Gingerol,C17495,C19H30O4
271,Shikimate / acetate-malonate pathway derived compounds,Others,Zingiber derived compounds,C10482  6-Paradol,C10482,C17H26O3
272,Shikimate / acetate-malonate pathway derived compounds,Others,Zingiber derived compounds,C10494  [6]-Shogaol,C10494,C17H24O3
273,Shikimate / acetate-malonate pathway derived compounds,Others,Zingiber derived compounds,C17497  Zingerone,C17497,C11H14O3
274,Terpenoids,Monoterpenoids (C10),Others,C09845  Cinerin I,C09845,C20H28O3
275,Terpenoids,Monoterpenoids (C10),Others,C09846  Cinerin II,C09846,C21H28O5
276,Terpenoids,Monoterpenoids (C10),Others,C09842  Chrysanthemic acid,C09842,C10H16O2
277,Terpenoids,Monoterpenoids (C10),Others,C07594  Pyrethrin I,C07594,C21H28O3
278,Terpenoids,Monoterpenoids (C10),Others,C09894  Pyrethrin II,C09894,C22H28O5
279,Terpenoids,Sesquiterpenoids (C15),Others,C09059  Alectrol,C09059,C21H24O7
280,Terpenoids,Sesquiterpenoids (C15),Others,C09294  Anisatin,C09294,C15H20O8
281,Terpenoids,Sesquiterpenoids (C15),Others,C09295  Arbusculin A,C09295,C15H22O3
282,Terpenoids,Sesquiterpenoids (C15),Others,C09538  Artemisinin,C09538,C15H22O5
283,Terpenoids,Sesquiterpenoids (C15),Others,C09345  Artemorin,C09345,C15H20O3
284,Terpenoids,Sesquiterpenoids (C15),Others,C20181  Avermitilol,C20181,C15H26O
285,Terpenoids,Sesquiterpenoids (C15),Others,C09350  Bakkenolide A,C09350,C15H22O2
286,Terpenoids,Sesquiterpenoids (C15),Others,C19740  (+)-alpha-Barbatene,C19740,C15H24
287,Terpenoids,Sesquiterpenoids (C15),Others,C09628  Carotol,C09628,C15H26O
288,Terpenoids,Sesquiterpenoids (C15),Others,C09632  Centarol,C09632,C15H26O2
289,Terpenoids,Sesquiterpenoids (C15),Others,C09633  Chamazulene,C09633,C14H16
290,Terpenoids,Sesquiterpenoids (C15),Others,C09635  alpha-Chamigrene,C09635,C15H24
291,Terpenoids,Sesquiterpenoids (C15),Others,C09637  beta-Chamigrene,C09637,C15H24
292,Terpenoids,Sesquiterpenoids (C15),Others,C09638  Cinnamodial,C09638,C17H24O5
293,Terpenoids,Sesquiterpenoids (C15),Others,C09374  Confertiflorin,C09374,C17H22O5
294,Terpenoids,Sesquiterpenoids (C15),Others,C09376  Confertifolin,C09376,C15H22O2
295,Terpenoids,Sesquiterpenoids (C15),Others,C09639  alpha-Copaene,C09639,C15H24
296,Terpenoids,Sesquiterpenoids (C15),Others,C09645  Cuauhtemone,C09645,C15H24O3
297,Terpenoids,Sesquiterpenoids (C15),Others,C09647  alpha-Cubebene,C09647,C15H24
298,Terpenoids,Sesquiterpenoids (C15),Others,C09648  beta-Cubebene,C09648,C15H24
299,Terpenoids,Sesquiterpenoids (C15),Others,C09649  alpha-Curcumene,C09649,C15H22
300,Terpenoids,Sesquiterpenoids (C15),Others,C20179  gamma-Curcumene,C20179,C15H24
301,Terpenoids,Sesquiterpenoids (C15),Others,C09652  Daucol,C09652,C15H26O2
302,Terpenoids,Sesquiterpenoids (C15),Others,C09653  Debneyol,C09653,C15H26O2
303,Terpenoids,Sesquiterpenoids (C15),Others,C09658  Dehydromyodesmone,C09658,C15H18O2
304,Terpenoids,Sesquiterpenoids (C15),Others,C09673  Glutinosone,C09673,C14H20O2
305,Terpenoids,Sesquiterpenoids (C15),Others,C19734  (-)-alpha-Gurjunene,C19734,C15H24
306,Terpenoids,Sesquiterpenoids (C15),Others,C09677  Helminthosporal,C09677,C15H22O2
307,Terpenoids,Sesquiterpenoids (C15),Others,C09678  Helminthosporol,C09678,C15H24O2
308,Terpenoids,Sesquiterpenoids (C15),Others,C09679  Helminthosporoside A,C09679,C39H64O22
309,Terpenoids,Sesquiterpenoids (C15),Others,C09680  Hemigossypol,C09680,C15H16O4
310,Terpenoids,Sesquiterpenoids (C15),Others,C09681  Hernandulcin,C09681,C15H24O2
311,Terpenoids,Sesquiterpenoids (C15),Others,C09682  Himachalol,C09682,C15H26O
312,Terpenoids,Sesquiterpenoids (C15),Others,C09686  Hydroxyisopatchoulenone,C09686,C15H22O2
313,Terpenoids,Sesquiterpenoids (C15),Others,C09685  10beta-Hydroxy-6beta-isobutyrylfuranoeremophilane,C09685,C19H28O4
314,Terpenoids,Sesquiterpenoids (C15),Others,C09399  Drimenin,C09399,C15H22O2
315,Terpenoids,Sesquiterpenoids (C15),Others,C19743  Drimenol,C19743,C15H26O
316,Terpenoids,Sesquiterpenoids (C15),Others,C19744  (+)-Epicubenol,C19744,C15H26O
317,Terpenoids,Sesquiterpenoids (C15),Others,C09408  Eremofrullanolide,C09408,C15H20O2
318,Terpenoids,Sesquiterpenoids (C15),Others,C09409  Eremophilenolide,C09409,C15H22O2
319,Terpenoids,Sesquiterpenoids (C15),Others,C09690  alpha-Irone,C09690,C14H22O
320,Terpenoids,Sesquiterpenoids (C15),Others,C11350  (+)-trans-alpha-Irone,C11350,C14H22O
321,Terpenoids,Sesquiterpenoids (C15),Others,C09695  Lacinilene C 7-methyl ether,C09695,C16H20O3
322,Terpenoids,Sesquiterpenoids (C15),Others,C09697  Laserpitin,C09697,C25H38O7
323,Terpenoids,Sesquiterpenoids (C15),Others,C09698  Ledol,C09698,C15H26O
324,Terpenoids,Sesquiterpenoids (C15),Others,C09700  Lubimin,C09700,C15H24O2
325,Terpenoids,Sesquiterpenoids (C15),Others,C09508  Microhelenin A,C09508,C15H18O4
326,Terpenoids,Sesquiterpenoids (C15),Others,C09509  Microhelenin C,C09509,C20H26O5
327,Terpenoids,Sesquiterpenoids (C15),Others,C09499  Matricin,C09499,C17H22O5
328,Terpenoids,Sesquiterpenoids (C15),Others,C09502  Mellitoxin,C09502,C15H18O7
329,Terpenoids,Sesquiterpenoids (C15),Others,C09706  Petasin,C09706,C20H28O3
330,Terpenoids,Sesquiterpenoids (C15),Others,C09707  Phaseic acid,C09707,C15H20O5
331,Terpenoids,Sesquiterpenoids (C15),Others,C09708  Phomenone,C09708,C15H20O4
332,Terpenoids,Sesquiterpenoids (C15),Others,C09709  Phytuberin,C09709,C17H26O4
333,Terpenoids,Sesquiterpenoids (C15),Others,C09528  Picrotin,C09528,C15H18O7
334,Terpenoids,Sesquiterpenoids (C15),Others,C09529  Picrotoxinin,C09529,C15H16O6
335,Terpenoids,Sesquiterpenoids (C15),Others,C09710  Pinguisone,C09710,C15H20O2
336,Terpenoids,Sesquiterpenoids (C15),Others,C19756  Presilphiperfolan-8beta-ol,C19756,C15H26O
337,Terpenoids,Sesquiterpenoids (C15),Others,C09714  Rhipocephalin,C09714,C21H28O6
338,Terpenoids,Sesquiterpenoids (C15),Others,C09715  Rishitin,C09715,C14H22O2
339,Terpenoids,Sesquiterpenoids (C15),Others,C09717  Rugosal A,C09717,C15H22O4
340,Terpenoids,Sesquiterpenoids (C15),Others,C09719  alpha-Santalol,C09719,C15H24O
341,Terpenoids,Sesquiterpenoids (C15),Others,C09720  beta-Santalol,C09720,C15H24O
342,Terpenoids,Sesquiterpenoids (C15),Others,C09722  Seiricardine A,C09722,C15H26O2
343,Terpenoids,Sesquiterpenoids (C15),Others,C09725  Shiromodiol diacetate,C09725,C19H30O5
344,Terpenoids,Sesquiterpenoids (C15),Others,C09729  alpha-Sinensal,C09729,C15H22O
345,Terpenoids,Sesquiterpenoids (C15),Others,C09730  beta-Sinensal,C09730,C15H22O
346,Terpenoids,Sesquiterpenoids (C15),Others,C09739  Tetradymol,C09739,C15H22O2
347,Terpenoids,Sesquiterpenoids (C15),Others,C09740  Thujopsene,C09740,C15H24
348,Terpenoids,Sesquiterpenoids (C15),Others,C09743  Valerenic acid,C09743,C15H22O2
349,Terpenoids,Sesquiterpenoids (C15),Others,C09744  alpha-Vetivone,C09744,C15H22O
350,Terpenoids,Sesquiterpenoids (C15),Others,C09745  beta-Vetivone,C09745,C15H22O
351,Terpenoids,Sesquiterpenoids (C15),Others,C09576  Vernodalin,C09576,C19H20O7
352,Terpenoids,Sesquiterpenoids (C15),Others,C09577  Vernodalol,C09577,C20H24O8
353,Terpenoids,Sesquiterpenoids (C15),Others,C09582  Vernolepin,C09582,C15H16O5
354,Terpenoids,Sesquiterpenoids (C15),Others,C09584  Vernomenin,C09584,C15H16O5
355,Terpenoids,Sesquiterpenoids (C15),Others,C09749  alpha-Ylangene,C09749,C15H24
356,Terpenoids,Sesquiterpenoids (C15),Others,C09750  Zingiberene,C09750,C15H24
357,Terpenoids,Sesquiterpenoids (C15),Others,C09607  Zexbrevin B,C09607,C19H24O7
358,Terpenoids,Diterpenoids (C20),Others,C09057  Acutilol A,C09057,C20H32O2
359,Terpenoids,Diterpenoids (C20),Others,C09064  Atractyloside,C09064,C30H44O16S2. 2K
360,Terpenoids,Diterpenoids (C20),Others,C09065  Baliospermin,C09065,C32H50O8
361,Terpenoids,Diterpenoids (C20),Others,C09066  Cafestol,C09066,C20H28O3
362,Terpenoids,Diterpenoids (C20),Others,C09076  Coleonol,C09076,C22H34O7
363,Terpenoids,Diterpenoids (C20),Others,C09078  Cotylenin F,C09078,C33H54O11
364,Terpenoids,Diterpenoids (C20),Others,C09090  Enmein,C09090,C20H26O6
365,Terpenoids,Diterpenoids (C20),Others,C19991  Euphornin,C19991,C33H44O9
366,Terpenoids,Diterpenoids (C20),Others,C09093  Fusicoccin H,C09093,C26H42O8
367,Terpenoids,Diterpenoids (C20),Others,C09104  Hallactone A,C09104,C19H22O6
368,Terpenoids,Diterpenoids (C20),Others,C09105  Hallactone B,C09105,C20H24O9S
369,Terpenoids,Diterpenoids (C20),Others,C09109  Hymatoxin A,C09109,C20H29O7S
370,Terpenoids,Diterpenoids (C20),Others,C09112  Ingenol,C09112,C20H28O5
371,Terpenoids,Diterpenoids (C20),Others,"C09113  Ingenol 3,20-dibenzoate",C09113,C34H36O7
372,Terpenoids,Diterpenoids (C20),Others,C09110  Ineketone,C09110,C20H30O3
373,Terpenoids,Diterpenoids (C20),Others,C09114  Inumakilactone A glycoside,C09114,C24H30O13
374,Terpenoids,Diterpenoids (C20),Others,C09117  Isodonal,C09117,C22H28O7
375,Terpenoids,Diterpenoids (C20),Others,C09121  Jodrellin A,C09121,C24H32O8
376,Terpenoids,Diterpenoids (C20),Others,C09122  Kansuinine B,C09122,C38H42O14
377,Terpenoids,Diterpenoids (C20),Others,C09125  Lathyrol,C09125,C20H30O4
378,Terpenoids,Diterpenoids (C20),Others,C09128  Marrubiin,C09128,C20H28O4
379,Terpenoids,Diterpenoids (C20),Others,C09132  Mascaroside,C09132,C26H36O11
380,Terpenoids,Diterpenoids (C20),Others,C09135  Montanin,C09135,C32H48O8
381,Terpenoids,Diterpenoids (C20),Others,C09137  Montanol,C09137,C21H36O4
382,Terpenoids,Diterpenoids (C20),Others,C09138  Nagilactone C,C09138,C19H22O7
383,Terpenoids,Diterpenoids (C20),Others,C09163  Pisiferic acid,C09163,C20H28O3
384,Terpenoids,Diterpenoids (C20),Others,C09174  Ponalactone A,C09174,C19H22O6
385,Terpenoids,Diterpenoids (C20),Others,C09172  Podolactone B,C09172,C19H22O9
386,Terpenoids,Diterpenoids (C20),Others,C09173  Podolide,C09173,C19H22O5
387,Terpenoids,Diterpenoids (C20),Others,C09175  Portulal,C09175,C20H32O4
388,Terpenoids,Diterpenoids (C20),Others,C09177  Premarrubiin,C09177,C20H28O4
389,Terpenoids,Diterpenoids (C20),Others,C09188  Spruceanol,C09188,C20H28O2
390,Terpenoids,Diterpenoids (C20),Others,C09202  Tripdiolide,C09202,C20H24O7
391,Terpenoids,Diterpenoids (C20),Others,C09204  Triptolide,C09204,C20H24O6
392,Terpenoids,Diterpenoids (C20),Others,C09205  Zoapatanol,C09205,C20H34O4
393,Terpenoids,Sesterterpenoids (C25),,C09057  Acutilol A,C09057,C20H32O2
394,Terpenoids,Sesterterpenoids (C25),,C09064  Atractyloside,C09064,C30H44O16S2. 2K
395,Terpenoids,Sesterterpenoids (C25),,C09065  Baliospermin,C09065,C32H50O8
396,Terpenoids,Sesterterpenoids (C25),,C09066  Cafestol,C09066,C20H28O3
397,Terpenoids,Sesterterpenoids (C25),,C09076  Coleonol,C09076,C22H34O7
398,Terpenoids,Sesterterpenoids (C25),,C09078  Cotylenin F,C09078,C33H54O11
399,Terpenoids,Sesterterpenoids (C25),,C09090  Enmein,C09090,C20H26O6
400,Terpenoids,Sesterterpenoids (C25),,C19991  Euphornin,C19991,C33H44O9
401,Terpenoids,Sesterterpenoids (C25),,C09093  Fusicoccin H,C09093,C26H42O8
402,Terpenoids,Sesterterpenoids (C25),,C09104  Hallactone A,C09104,C19H22O6
403,Terpenoids,Sesterterpenoids (C25),,C09105  Hallactone B,C09105,C20H24O9S
404,Terpenoids,Sesterterpenoids (C25),,C09109  Hymatoxin A,C09109,C20H29O7S
405,Terpenoids,Sesterterpenoids (C25),,C09112  Ingenol,C09112,C20H28O5
406,Terpenoids,Sesterterpenoids (C25),,"C09113  Ingenol 3,20-dibenzoate",C09113,C34H36O7
407,Terpenoids,Sesterterpenoids (C25),,C09110  Ineketone,C09110,C20H30O3
408,Terpenoids,Sesterterpenoids (C25),,C09114  Inumakilactone A glycoside,C09114,C24H30O13
